00	35306
01	24379
02	16935
03	11559
04	9658
05	8958
06	13716
07	24484
08	28758
09	34980
10	37231
11	36524
12	36909
13	37336
14	36190
15	34764
16	35330
17	32639
18	34291
19	33679
20	37265
21	37074
22	38150
23	34491
